record_type,priority,action,name,city,country,current_category,current_subcategory,current_vegan_level,target_vegan_level,plants_pack_id,plants_pack_slug,current_address,current_website,current_phone,current_opening_hours,current_description,current_main_image_url,verification_level,fields_to_fix,official_source_to_scrape,google_maps_search_url,happycow_or_secondary_source,instagram_or_social_search,evidence_needed,reason_for_action,notes_for_agent
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Eislust,Petersberg,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,28c67ddc-233c-4d26-b647-5ef6952eae30,eislust-petersberg,5 August-Bebel-Straße,https://www.meineeislust.de/standorte/teicha-bei-halle-saale,,Sa 14:00-18:00; Su 12:00-18:00,"Eislust offers an enchanting selection of vegan gelato that captures the essence of traditional Italian flavors, all crafted from locally sourced, organic ingredients. With unique options like coconut-raspberry and dark chocolate sea salt, every scoop promises a delightful sensory experience. Enjoy your treat in the charming outdoor seating area, surrounded by lush greenery in the heart of Petersb",https://images.happycow.net/venues/1024/13/38/hcmp133801_962969.jpeg,2,phone,https://www.meineeislust.de/standorte/teicha-bei-halle-saale,https://www.google.com/maps/search/Eislust+Petersberg+Germany,https://www.happycow.net/searchmap?s=3&location=Eislust+Petersberg+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Eislust%22+%22Petersberg%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Eiscenter 2000,Pfaffenhofen an der Ilm,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,8bc6beed-75fb-4536-9435-9a67a9afc61d,eiscenter-2000-pfaffenhofen-an-der-ilm,,,,"PH,Mo-Su 10:00-21:00","Eiscenter 2000 offers a delightful array of vegan ice cream flavors made from organic ingredients, ensuring a guilt-free indulgence for all ages. In addition to their creamy treats, the menu features a selection of refreshing vegan smoothies and desserts, perfect for enjoying on a warm day. The cozy atmosphere invites you to relax with friends while savoring unique combinations, from seasonal frui",https://images.happycow.net/venues/1024/21/76/hcmp217695_1882937.jpeg,2,"website, phone, address",https://www.google.com/search?q=official+website+%22Eiscenter+2000%22+%22Pfaffenhofen+an+der+Ilm%22+vegan,https://www.google.com/maps/search/Eiscenter+2000+Pfaffenhofen+an+der+Ilm+Germany,https://www.happycow.net/searchmap?s=3&location=Eiscenter+2000+Pfaffenhofen+an+der+Ilm+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Eiscenter+2000%22+%22Pfaffenhofen+an+der+Ilm%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Gelato Veneto,Pfaffenhofen an der Ilm,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,ebb1ebde-8914-4535-9147-458ac7f44acd,gelato-veneto-pfaffenhofen-an-der-ilm,,,,"PH,Mo-Su 09:00-21:00","Indulge in a delightful range of artisanal vegan gelato made from organic ingredients at Gelato Veneto, where traditional Italian recipes meet modern plant-based creativity. Explore unique flavors like pistachio basil and dark chocolate sea salt, all crafted for rich, creamy textures that won’t compromise on taste. The cozy atmosphere and welcoming staff make it the perfect spot to cool down after",https://images.happycow.net/venues/1024/21/76/hcmp217695_1882937.jpeg,2,"website, phone, address",https://www.google.com/search?q=official+website+%22Gelato+Veneto%22+%22Pfaffenhofen+an+der+Ilm%22+vegan,https://www.google.com/maps/search/Gelato+Veneto+Pfaffenhofen+an+der+Ilm+Germany,https://www.happycow.net/searchmap?s=3&location=Gelato+Veneto+Pfaffenhofen+an+der+Ilm+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Gelato+Veneto%22+%22Pfaffenhofen+an+der+Ilm%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Alfredo Eiscafé,Pirna,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,e6e23d95-e3a0-42f9-b1fe-f7420cfeabac,alfredo-eiscafe-pirna,,,,"Mo-Sa 11:00-18:00; Su,PH 13:00-18:00","Located in the charming town of Pirna, Alfredo Eiscafé offers a delightful array of vegan ice cream flavors, crafted from organic ingredients and designed to satisfy sweet cravings without dairy. Guests can indulge in unique combinations like coconut-lime and raspberry-basil, all served in a cozy, family-friendly environment, perfect for a refreshing treat on warm days. Additionally, the café prov",https://images.happycow.net/venues/1024/26/33/hcmp263360_2254006.jpeg,2,"website, phone, address",https://www.google.com/search?q=official+website+%22Alfredo+Eiscaf%C3%A9%22+%22Pirna%22+vegan,https://www.google.com/maps/search/Alfredo+Eiscaf%C3%A9+Pirna+Germany,https://www.happycow.net/searchmap?s=3&location=Alfredo+Eiscaf%C3%A9+Pirna+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Alfredo+Eiscaf%C3%A9%22+%22Pirna%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Brahmii,Potsdam,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,8d483705-bf69-490b-8be5-dd32255b33d5,brahmii-potsdam,66 Lindenstraße,https://brahmstaedts.de/,+49 331 23163232,Mo-Fr 12:00-18:00,"Brahmii offers a delightful array of vegan ice cream and artisanal macarons, providing a sweet escape for dessert lovers in Potsdam. Each scoop and bite is crafted with high-quality plant-based ingredients, ensuring rich flavors and creative combinations like lavender-chamomile and salted caramel. The cozy, vibrant atmosphere makes it an ideal spot to indulge your sweet tooth with friends or unwin",https://mfeelaqjbtnypoojhfjp.supabase.co/storage/v1/object/public/place-images/8d483705-bf69-490b-8be5-dd32255b33d5.png,2,,https://brahmstaedts.de/,https://www.google.com/maps/search/Brahmii+Potsdam+Germany,https://www.happycow.net/searchmap?s=3&location=Brahmii+Potsdam+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Brahmii%22+%22Potsdam%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Burger Kebap,Potsdam,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,def450dc-3cf3-4f03-91ac-c4fd7547deae,burger-kebap-potsdam,,,,09:30-05:00,"Burger Kebap offers a unique fusion of Turkish and vegan cuisine, featuring plant-based kebabs and burgers that are bursting with flavor. Guests can enjoy a selection of homemade sauces and fresh, vibrant toppings served in warm pita or brioche buns, all crafted to create a satisfying and hearty meal. The casual atmosphere is perfect for a quick bite or a leisurely lunch with friends, making it a ",https://images.happycow.net/venues/1024/25/36/hcmp253600_1587133.jpeg,2,"website, phone, address",https://www.google.com/search?q=official+website+%22Burger+Kebap%22+%22Potsdam%22+vegan,https://www.google.com/maps/search/Burger+Kebap+Potsdam+Germany,https://www.happycow.net/searchmap?s=3&location=Burger+Kebap+Potsdam+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Burger+Kebap%22+%22Potsdam%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Die Eisfrau,Potsdam,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,ea4f5ed6-26c0-4aa1-bfd4-258cff3c80be,die-eisfrau-potsdam,42 Rudolf-Breitscheid-Straße,,+49 331 235 47276,Tu-Th 12:00-18:00; Fr 12:00-19:00; Sa-Su 11:00-19:00,"Die Eisfrau offers a delightful array of artisanal vegan ice creams crafted from organic ingredients, providing a guilt-free indulgence for both vegans and non-vegans alike. With unique flavors such as lavender-chamomile and rich dark chocolate, each scoop promises a refreshing experience, all served in a cozy, welcoming atmosphere ideal for enjoying a warm afternoon in Potsdam. The shop also feat",https://images.happycow.net/venues/1024/31/78/hcmp317843_1948364.jpeg,2,website,https://www.google.com/search?q=official+website+%22Die+Eisfrau%22+%22Potsdam%22+vegan,https://www.google.com/maps/search/Die+Eisfrau+Potsdam+Germany,https://www.happycow.net/searchmap?s=3&location=Die+Eisfrau+Potsdam+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Die+Eisfrau%22+%22Potsdam%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Die Eisfrau,Potsdam,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,d8f6c52f-1f0e-4ad6-baf5-0d2572c824f2,die-eisfrau-potsdam-scdm,,,,13:00-17:30,"Die Eisfrau offers a delightful array of artisan vegan ice creams, crafted from locally sourced ingredients and inspired by seasonal flavors. Guests can indulge in unique combinations like lavender-lemon or chocolate-chili, all served in biodegradable cups. With a charming outdoor seating area, it's the perfect spot to enjoy a refreshing treat while soaking up the vibrant atmosphere of Potsdam.",https://images.happycow.net/venues/1024/15/07/hcmp150774_1244250.jpeg,2,"website, phone, address",https://www.google.com/search?q=official+website+%22Die+Eisfrau%22+%22Potsdam%22+vegan,https://www.google.com/maps/search/Die+Eisfrau+Potsdam+Germany,https://www.happycow.net/searchmap?s=3&location=Die+Eisfrau+Potsdam+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Die+Eisfrau%22+%22Potsdam%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Fridas Eis,Potsdam,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,7af338c4-25ea-4b76-a944-54310842ddea,fridas-eis-potsdam,12 Benkertstraße,,,Mar-Oct 12:00-18:00,"Fridas Eis offers a delightful array of vegan ice creams crafted from organic ingredients, featuring unique flavors like lavender-coconut and spicy mango-chili. With its cozy atmosphere and vibrant outdoor seating, patrons can enjoy refreshing treats perfect for warm days while soaking in the lively vibes of Potsdam. Additionally, Fridas embraces sustainability with eco-friendly packaging and zero",https://images.happycow.net/venues/1024/41/56/hcmp415656_2953476.jpeg,2,"website, phone",https://www.google.com/search?q=official+website+%22Fridas+Eis%22+%22Potsdam%22+vegan,https://www.google.com/maps/search/Fridas+Eis+Potsdam+Germany,https://www.happycow.net/searchmap?s=3&location=Fridas+Eis+Potsdam+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Fridas+Eis%22+%22Potsdam%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Eiscafé Schumann,Prerow,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,c3981831-a232-45c7-ba55-162e59e50ed9,eiscafe-schumann-prerow,7 Hauptübergang,,,,"Eiscafé Schumann delights visitors with a diverse selection of vegan ice creams, crafted from organic ingredients that capture the essence of seasonal fruits and indulgent flavors. Enjoy a refreshing treat amidst the charming seaside ambiance of Prerow, where you can savor unique scoops like dark chocolate and coconut or tangy raspberry sorbet, all while reveling in the vibrant culture of this coa",https://images.happycow.net/venues/1024/26/55/hcmp26555_1691376.jpeg,2,"website, phone, opening_hours",https://www.google.com/search?q=official+website+%22Eiscaf%C3%A9+Schumann%22+%22Prerow%22+vegan,https://www.google.com/maps/search/Eiscaf%C3%A9+Schumann+Prerow+Germany,https://www.happycow.net/searchmap?s=3&location=Eiscaf%C3%A9+Schumann+Prerow+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Eiscaf%C3%A9+Schumann%22+%22Prerow%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Gelato Donatello,Puttlingen,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,b914ca93-37ba-4207-870e-a0505291c246,gelato-donatello-puttlingen,,,,"Mo-Su,PH 12:00-22:00","Gelato Donatello offers a delightful selection of artisanal vegan gelato crafted from organic ingredients, featuring unique flavors such as salted caramel and matcha green tea. Guests can savor their creamy treats in a cozy, inviting atmosphere or enjoy a sunny day on the outdoor terrace, making it a perfect spot for both dessert lovers and those seeking a refreshing treat. Additionally, the menu ",https://images.happycow.net/venues/1024/41/89/hcmp418928_2905631.jpeg,2,"website, phone, address",https://www.google.com/search?q=official+website+%22Gelato+Donatello%22+%22Puttlingen%22+vegan,https://www.google.com/maps/search/Gelato+Donatello+Puttlingen+Germany,https://www.happycow.net/searchmap?s=3&location=Gelato+Donatello+Puttlingen+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Gelato+Donatello%22+%22Puttlingen%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Gelatomania,Ravensburg,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,d7cca829-012c-4f5a-aee8-7fa834cfa668,gelatomania-ravensburg,2 Obere Breite Straße,,+49 751 3524964,Mo-Su 09:00-21:30,"Gelatomania offers a delightful selection of artisanal vegan gelato made from organic ingredients, including nut-based bases and seasonal fruits. Patrons can indulge in flavors like rich dark chocolate, refreshing lime basil, and roasted almond, all while enjoying the cozy atmosphere of this charming shop in Ravensburg. With a rotating menu and creative toppings, Gelatomania ensures a unique and s",https://images.happycow.net/venues/1024/33/54/hcmp335464_2569329.jpeg,2,website,https://www.google.com/search?q=official+website+%22Gelatomania%22+%22Ravensburg%22+vegan,https://www.google.com/maps/search/Gelatomania+Ravensburg+Germany,https://www.happycow.net/searchmap?s=3&location=Gelatomania+Ravensburg+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Gelatomania%22+%22Ravensburg%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Corsaro,Reutlingen,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,a3be1c7d-cb7e-4318-bfd4-f142d0ba9f86,corsaro-reutlingen,13 Oskar-Kalbfell-Platz,https://www.icedreams-reutlingen.de/,,Mo-Su 08:30-20:00,"Corsaro offers a delightful array of vegan ice cream flavors, made from organic, locally-sourced ingredients, ensuring a fresh and environmentally friendly treat. Guests can indulge in unique combinations like pistachio-basil and lavender-blueberry, all served in a cozy, artistic space that invites relaxation and enjoyment. Perfect for a warm day or an after-dinner dessert, Corsaro transforms clas",https://images.happycow.net/venues/1024/22/59/hcmp225918_3509931.jpeg,2,phone,https://www.icedreams-reutlingen.de/,https://www.google.com/maps/search/Corsaro+Reutlingen+Germany,https://www.happycow.net/searchmap?s=3&location=Corsaro+Reutlingen+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Corsaro%22+%22Reutlingen%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Das Eiswerk,Rheinbach,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,a0b7daee-6ab4-4432-bd51-6da88612508a,das-eiswerk-rheinbach,10 c Weiherstraße,https://daseiswerk.de,+49 2226 9058683,Mo-Sa 10:00-20:00; Su 11:00-20:00,"Das Eiswerk offers a delightful array of vegan ice creams made from organic ingredients, featuring unique flavors like lavender blueberry and matcha mint. The cozy, inviting atmosphere encourages guests to savor their treats outdoors, surrounded by lush greenery. Don’t miss the chance to pair your dessert with locally sourced, plant-based toppings for a refreshing finish.",https://daseiswerk.de/wp-includes/images/media/default.svg,2,,https://daseiswerk.de,https://www.google.com/maps/search/Das+Eiswerk+Rheinbach+Germany,https://www.happycow.net/searchmap?s=3&location=Das+Eiswerk+Rheinbach+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Das+Eiswerk%22+%22Rheinbach%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Eisdiele Schlager,Rheinstetten,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,941550e6-3aac-4dd2-a5f0-7bdfd4f34d82,eisdiele-schlager-rheinstetten,1a Rastatter Straße,,,Mo-Su 12:00-21:30,"Eisdiele Schlager offers a delightful selection of artisan vegan ice creams made from organic ingredients, including innovative flavors like lavender blueberry and mango coconut. With a cozy outdoor seating area perfect for sunny days, patrons can enjoy their sweet treats alongside house-made vegan waffle cones, creating a refreshing experience that perfectly pairs with the charming atmosphere of ",https://images.happycow.net/venues/1024/34/87/hcmp348714_2626644.jpeg,2,"website, phone",https://www.google.com/search?q=official+website+%22Eisdiele+Schlager%22+%22Rheinstetten%22+vegan,https://www.google.com/maps/search/Eisdiele+Schlager+Rheinstetten+Germany,https://www.happycow.net/searchmap?s=3&location=Eisdiele+Schlager+Rheinstetten+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Eisdiele+Schlager%22+%22Rheinstetten%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Eismanufaktur,Rostock,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,701ce258-b1a6-4cfa-b2f6-8c9e93c3555e,eismanufaktur-rostock,11 Breite Straße,,,Mo-Su 10:00-19:00,"Eismanufaktur in Rostock offers a delightful selection of homemade vegan ice creams, crafted with locally sourced ingredients and innovative flavors like lavender-chamomile and coconut-lime. Guests can enjoy a relaxed atmosphere with both indoor seating and a cozy outdoor patio, making it a perfect spot to indulge in a refreshing treat while soaking in the vibrant local culture. In addition to the",https://images.happycow.net/venues/1024/13/84/hcmp138491_636907.jpeg,2,"website, phone",https://www.google.com/search?q=official+website+%22Eismanufaktur%22+%22Rostock%22+vegan,https://www.google.com/maps/search/Eismanufaktur+Rostock+Germany,https://www.happycow.net/searchmap?s=3&location=Eismanufaktur+Rostock+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Eismanufaktur%22+%22Rostock%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Bäckerei Café Heitzmann,Rust,Germany,store,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,adfccbc3-e38e-459e-8c04-4a3f85c8dfdf,backerei-cafe-heitzmann-rust,,http://www.baeckerei-heitzmann.de/start/fachgeschaefte/rust/hausener-str-25.html,+49 7822 4498063,Mo-Fr 06:30-13:30; Sa 07:00-13:00; Su 07:30-14:00,"Bäckerei Café Heitzmann offers a delightful array of vegan pastries and baked goods, showcasing the art of plant-based baking with items like rich chocolate croissants and nutty granola bars. The cozy atmosphere, enhanced by the aroma of fresh bread and coffee, invites patrons to indulge in a sweet or savory treat while enjoying a relaxing moment in the heart of Rust. Don't miss their seasonal spe",https://images.happycow.net/venues/1024/34/10/hcmp341080_2026217.jpeg,2,address,http://www.baeckerei-heitzmann.de/start/fachgeschaefte/rust/hausener-str-25.html,https://www.google.com/maps/search/B%C3%A4ckerei+Caf%C3%A9+Heitzmann+Rust+Germany,https://www.happycow.net/searchmap?s=3&location=B%C3%A4ckerei+Caf%C3%A9+Heitzmann+Rust+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22B%C3%A4ckerei+Caf%C3%A9+Heitzmann%22+%22Rust%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,dm,Saarbrücken,Germany,store,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,836bf7f0-e19d-4ea0-a796-81652c90df70,dm-saarbrucken,3 Hirtenwies,,,"Mo-Sa 08:00-20:00; PH,Su closed","Located in the heart of Saarbrücken, this vegan-friendly store offers an impressive selection of plant-based products, from organic groceries to innovative vegan cheeses and meats. With a commitment to sustainable practices, patrons can also explore a range of local, eco-conscious brands, making it a perfect stop for anyone looking to enhance their vegan lifestyle while supporting the community. D",https://images.happycow.net/venues/1024/36/54/hcmp365439_2761050.jpeg,2,"website, phone, plants_pack_description",https://www.google.com/search?q=official+website+%22dm%22+%22Saarbr%C3%BCcken%22+vegan,https://www.google.com/maps/search/dm+Saarbr%C3%BCcken+Germany,https://www.happycow.net/searchmap?s=3&location=dm+Saarbr%C3%BCcken+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22dm%22+%22Saarbr%C3%BCcken%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
existing_plants_pack_fully_vegan,P0,Verify 100% vegan claim; downgrade/remove if menu is mixed,Eiskaffee Francesco,Schmelz,Germany,eat,,fully_vegan,100% vegan if verified; otherwise downgrade to mostly vegan / vegan friendly / vegan options or remove,29d699b2-6a89-4d14-9b8b-4d7568d98863,eiskaffee-francesco-schmelz,,,,,"Eiskaffee Francesco delights visitors with its creamy, plant-based ice cream, crafted from organic ingredients and a variety of unique flavors such as coconut lemongrass and strawberry basil. Set in a cozy, inviting atmosphere, patrons can enjoy their treats alongside an array of vegan cakes and refreshing beverages, making it a perfect stop to unwind and indulge in delicious cruelty-free desserts",https://images.happycow.net/venues/1024/41/09/hcmp410989_2817869.jpeg,2,"website, phone, opening_hours, address",https://www.google.com/search?q=official+website+%22Eiskaffee+Francesco%22+%22Schmelz%22+vegan,https://www.google.com/maps/search/Eiskaffee+Francesco+Schmelz+Germany,https://www.happycow.net/searchmap?s=3&location=Eiskaffee+Francesco+Schmelz+Germany,https://www.google.com/search?q=site%3Ainstagram.com+%22Eiskaffee+Francesco%22+%22Schmelz%22+vegan,Official site/menu/social or HappyCow/Google confirmation that all food/drink is vegan; current open status; exact address; hours; phone; reusable image source.,"Record is marked fully vegan but name/cuisine/category suggests a possible chain, meat-heavy, retail, generic, or non-restaurant import false positive.","Do not trust current fully_vegan flag blindly. Use official menu first. If dairy/egg/meat/fish/honey or mixed chain menu appears, downgrade."
